Call_line,Date,Time,Received,Answered,Abandoned,Answered_wait,Abandoned_wait,Answer_Rate,Abandon_Rate,X0.10sec,X11.120sec,X2.3min,X3.5min,Over_5min,Weekday,X0.2min,estimate,smooth,Expected_Wait,X5.8min,Over_8min,Grade,Points
Reservations,5/17/2019,13:00:00,54,33,8,0:03:31,0:01:47,80.5,19.5,0,0,15.2,84.8,0,Friday,0,7,11,6.259128545,0.141258794,0.287213706,3,99
Reservations,5/17/2019,13:15:00,42,40,11,0:05:27,0:02:37,78.4,21.6,0,0,0,30,70,Friday,0,9,11,1.959980785,0.078002108,0.04539541,1,40
Reservations,5/17/2019,13:30:00,51,37,8,0:05:34,0:02:25,82.2,17.8,0,0,0,35.1,64.9,Friday,0,8,11,3.855847619,0.128000972,0.155696442,0,0
Reservations,5/17/2019,13:45:00,66,63,11,0:03:57,0:00:52,84,14.7,0,4.8,12.7,71.4,11.1,Friday,4.8,13,11,6.561788491,0.148089358,0.301101914,0,0
Reservations,5/17/2019,14:00:00,55,62,0,0:00:35,0:00:00,100,0,41.9,50,8.1,0,0,Friday,91.9,15,12,0.44297397,0.004664125,0.000374216,4,248
Reservations,5/17/2019,14:15:00,73,64,4,0:00:35,0:00:18,91.4,5.7,21.9,78.1,0,0,0,Friday,100,18,13,0.071255777,2.12E-05,1.17E-07,4,256
Reservations,5/17/2019,14:30:00,67,53,7,0:02:23,0:01:37,88.3,11.7,0,32.1,47.2,20.8,0,Friday,32.1,11,13,6.487751201,0.146418452,0.297704553,3,159
Reservations,5/17/2019,14:45:00,69,54,7,0:03:32,0:01:13,88.5,11.5,0,0,22.2,77.8,0,Friday,0,11,15,13.96847696,0.120953127,0.546303613,3,162
Reservations,5/17/2019,15:00:00,72,71,5,0:02:55,0:01:41,93.4,6.6,0,8.5,53.5,38,0,Friday,8.5,15,15,2.901659106,0.11231766,0.091647416,3,213
Reservations,5/17/2019,15:15:00,74,66,12,0:02:14,0:01:04,84.6,15.4,0,24.2,72.7,3,0,Friday,24.2,14,15,2.875220486,0.111294272,0.090812366,4,264
Reservations,5/17/2019,15:30:00,74,72,5,0:02:21,0:01:15,93.5,6.5,0,30.6,59.7,9.7,0,Friday,30.6,15,14,4.1363906,0.137314041,0.167024572,3,216
Reservations,5/17/2019,15:45:00,72,75,3,0:00:45,0:01:24,96.2,3.8,10.7,88,1.3,0,0,Friday,98.7,19,15,0.183163688,0.000305108,5.69E-06,4,300
Reservations,5/17/2019,16:00:00,98,64,8,0:01:31,0:01:05,88.9,11.1,10.9,54.7,23.4,10.9,0,Friday,65.6,14,14,1.657619098,0.062706457,0.027027283,3,192
Reservations,5/17/2019,16:15:00,85,73,14,0:05:07,0:02:38,83.9,16.1,0,0,0,42.5,57.5,Friday,0,15,13,6.621158945,0.149429257,0.303826257,0,0
Reservations,5/17/2019,16:30:00,90,74,18,0:06:14,0:03:52,80.4,19.6,0,0,0,1.4,98.6,Friday,0,15,12,14.10597235,0.1221437,0.551681024,0,0
Reservations,5/17/2019,16:45:00,85,80,11,0:04:42,0:01:44,87.9,12.1,0,0,0,72.5,27.5,Friday,0,17,12,2.211547589,0.088013808,0.051221986,1,80
Reservations,5/17/2019,17:00:00,0,15,2,0:03:20,0:04:14,88.2,11.8,0,0,13.3,86.7,0,Friday,0,4,11,1.528301887,0.060822417,0.03539723,3,45
Reservations,5/17/2019,17:15:00,0,0,0,0:00:00,0:00:00,0,0,0,0,0,0,0,Friday,0,1,10,NA,0,0,3,0
Reservations,5/18/2019,8:00:00,59,51,1,0:01:03,0:00:25,98.1,1.9,35.3,45.1,13.7,5.9,0,Saturday,80.4,12,12,0.822232076,0.020501858,0.004060057,3,153
Reservations,5/18/2019,8:15:00,34,41,0,0:00:28,0:00:00,100,0,68.3,26.8,4.9,0,0,Saturday,95.1,11,12,0.29669067,0.002445606,0.000158347,4,164
Reservations,5/18/2019,8:30:00,33,33,0,0:00:06,0:00:00,100,0,87.9,12.1,0,0,0,Saturday,100,11,11,0.05920518,5.60E-05,6.97E-07,4,132
Reservations,5/18/2019,8:45:00,38,37,1,0:00:05,0:00:01,97.4,2.6,97.3,2.7,0,0,0,Saturday,100,12,12,0.057604575,4.09E-05,4.16E-07,4,148
Reservations,5/18/2019,9:00:00,42,42,0,0:00:06,0:00:00,100,0,97.6,2.4,0,0,0,Saturday,100,13,12,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,5/18/2019,9:15:00,30,30,0,0:00:06,0:00:00,100,0,86.7,13.3,0,0,0,Saturday,100,10,12,0.075974432,0.000126556,2.36E-06,4,120
Reservations,5/18/2019,9:30:00,29,29,0,0:00:05,0:00:00,100,0,96.6,3.4,0,0,0,Saturday,100,10,13,0.06023925,7.58E-05,1.15E-06,4,116
Reservations,5/18/2019,9:45:00,44,41,2,0:00:12,0:00:27,95.3,4.7,73.2,26.8,0,0,0,Saturday,100,13,13,0.055655476,2.96E-05,2.46E-07,4,164
Reservations,5/18/2019,10:00:00,57,58,0,0:00:10,0:00:00,100,0,75.9,24.1,0,0,0,Saturday,100,16,13,0.111916685,0.000105934,1.32E-06,4,232
Reservations,5/18/2019,10:15:00,53,52,0,0:00:05,0:00:00,100,0,92.3,7.7,0,0,0,Saturday,100,15,12,0.086476794,6.15E-05,6.24E-07,4,208
Reservations,5/18/2019,10:30:00,50,49,1,0:00:05,0:00:02,98,2,95.9,4.1,0,0,0,Saturday,100,14,12,0.109915495,0.000138218,2.10E-06,4,196
Reservations,5/18/2019,10:45:00,36,37,0,0:00:05,0:00:00,100,0,97.3,2.7,0,0,0,Saturday,100,12,12,0.057604575,4.09E-05,4.16E-07,4,148
Reservations,5/18/2019,11:00:00,43,42,0,0:00:07,0:00:00,100,0,90.5,9.5,0,0,0,Saturday,100,13,11,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,5/18/2019,11:15:00,52,41,4,0:01:51,0:01:56,91.1,8.9,14.6,34.1,36.6,14.6,0,Saturday,48.7,9,11,2.686970835,0.104007489,0.084866597,3,123
Reservations,5/18/2019,11:30:00,44,29,3,0:05:22,0:03:55,90.6,9.4,0,0,10.3,20.7,69,Saturday,0,6,10,13.64130803,0.118120169,0.533508119,0,0
Reservations,5/18/2019,11:45:00,43,30,12,0:08:18,0:03:36,71.4,28.6,0,0,0,0,100,Saturday,0,7,10,1.841490369,0.073286499,0.042651035,1,30
Reservations,5/18/2019,12:00:00,53,46,5,0:06:33,0:02:43,90.2,9.8,0,0,0,0,100,Saturday,0,10,9,2.735004641,0.105866785,0.086383721,1,46
Reservations,5/18/2019,12:15:00,47,56,7,0:04:59,0:01:46,88.9,11.1,0,1.8,3.6,46.4,48.2,Saturday,1.8,12,8,2.813375531,0.108900372,0.088859025,1,56
Reservations,5/18/2019,12:30:00,48,46,4,0:01:57,0:01:27,92,8,0,56.5,43.5,0,0,Saturday,56.5,10,9,2.735004641,0.105866785,0.086383721,4,184
Reservations,5/18/2019,12:45:00,42,31,7,0:04:09,0:02:06,81.6,18.4,0,6.5,3.2,67.7,22.6,Saturday,6.5,7,10,2.563602307,0.099232129,0.080970066,1,31
Reservations,5/18/2019,13:00:00,45,30,8,0:05:59,0:01:58,78.9,21.1,0,0,0,26.7,73.3,Saturday,0,7,10,1.841490369,0.073286499,0.042651035,1,30
Reservations,5/18/2019,13:15:00,32,31,3,0:06:27,0:00:53,91.2,8.8,0,0,0,16.1,83.9,Saturday,0,7,10,2.563602307,0.099232129,0.080970066,1,31
Reservations,5/18/2019,13:30:00,49,57,5,0:02:23,0:01:52,91.9,8.1,26.3,17.5,8.8,42.1,5.3,Saturday,43.8,12,11,4.045125123,0.134284339,0.163339336,0,0
Reservations,5/18/2019,13:45:00,50,50,0,0:00:06,0:00:00,100,0,92,8,0,0,0,Saturday,100,15,11,0.06122542,2.44E-05,1.65E-07,4,200
Reservations,5/18/2019,14:00:00,37,38,0,0:00:06,0:00:00,100,0,94.7,5.3,0,0,0,Saturday,100,12,13,0.070686954,6.69E-05,8.32E-07,4,152
Reservations,5/18/2019,14:15:00,38,36,0,0:00:07,0:00:00,94.7,0,83.3,16.7,0,0,0,Saturday,100,12,13,0.046672726,2.48E-05,2.06E-07,4,144
Reservations,5/18/2019,14:30:00,58,55,3,0:00:18,0:00:12,94.8,5.2,54.5,45.5,0,0,0,Saturday,100,16,14,0.068722446,2.73E-05,1.86E-07,4,220
Reservations,5/18/2019,14:45:00,52,52,0,0:00:10,0:00:00,100,0,84.6,15.4,0,0,0,Saturday,100,15,15,0.086476794,6.15E-05,6.24E-07,4,208
Reservations,5/18/2019,15:00:00,67,65,1,0:00:07,0:00:02,97,1.5,89.2,10.8,0,0,0,Saturday,100,18,15,0.082985043,3.30E-05,2.24E-07,4,260
Reservations,5/18/2019,15:15:00,49,49,0,0:00:19,0:00:00,100,0,61.2,38.8,0,0,0,Saturday,100,14,15,0.109915495,0.000138218,2.10E-06,4,196
Reservations,5/18/2019,15:30:00,57,51,1,0:00:26,0:00:04,96.2,1.9,43.1,56.9,0,0,0,Saturday,100,15,15,0.072877926,3.88E-05,3.22E-07,4,204
Reservations,5/18/2019,15:45:00,63,65,0,0:00:27,0:00:00,97,0,43.1,56.9,0,0,0,Saturday,100,18,15,0.082985043,3.30E-05,2.24E-07,4,260
Reservations,5/18/2019,16:00:00,64,60,1,0:01:19,0:01:20,98.4,1.6,10,61.7,23.3,5,0,Saturday,71.7,13,14,2.113162967,0.084098358,0.048943285,4,240
Reservations,5/18/2019,16:15:00,74,72,2,0:01:08,0:00:28,97.3,2.7,20.8,61.1,18.1,0,0,Saturday,81.9,16,13,1.108768864,0.032792939,0.008295641,4,288
Reservations,5/18/2019,16:30:00,58,57,3,0:01:21,0:00:53,95,5,8.8,80.7,10.5,0,0,Saturday,89.5,14,13,0.424830132,0.004473087,0.000358888,4,228
Reservations,5/18/2019,16:45:00,51,52,0,0:00:06,0:00:00,100,0,94.2,5.8,0,0,0,Saturday,100,15,13,0.086476794,6.15E-05,6.24E-07,4,208
Reservations,5/18/2019,17:00:00,0,0,0,0:00:00,0:00:00,0,0,0,0,0,0,0,Saturday,0,1,12,NA,0,0,3,0
Reservations,5/19/2019,8:00:00,57,56,1,0:00:05,0:00:34,98.2,1.8,92.9,7.1,0,0,0,Sunday,100,16,14,0.08104737,4.31E-05,3.58E-07,4,224
Reservations,5/19/2019,8:15:00,33,33,0,0:00:07,0:00:00,100,0,90.9,9.1,0,0,0,Sunday,100,11,13,0.05920518,5.60E-05,6.97E-07,4,132
Reservations,5/19/2019,8:30:00,45,45,0,0:00:05,0:00:00,100,0,95.6,4.4,0,0,0,Sunday,100,14,13,0.053505598,2.13E-05,1.44E-07,4,180
Reservations,5/19/2019,8:45:00,42,41,0,0:00:06,0:00:00,100,0,90.2,9.8,0,0,0,Sunday,100,13,12,0.055655476,2.96E-05,2.46E-07,4,164
Reservations,5/19/2019,9:00:00,44,45,0,0:00:05,0:00:00,100,0,91.1,8.9,0,0,0,Sunday,100,14,13,0.053505598,2.13E-05,1.44E-07,4,180
Reservations,5/19/2019,9:15:00,23,23,0,0:00:07,0:00:00,100,0,87,13,0,0,0,Sunday,100,9,12,0.035371597,3.35E-05,4.16E-07,4,92
Reservations,5/19/2019,9:30:00,40,40,0,0:00:06,0:00:00,100,0,90,10,0,0,0,Sunday,100,12,12,0.104881241,0.000174708,3.26E-06,4,160
Reservations,5/19/2019,9:45:00,36,35,1,0:00:06,0:00:06,97.2,2.8,94.3,5.7,0,0,0,Sunday,100,11,12,0.090831185,0.000151304,2.82E-06,4,140
Reservations,5/19/2019,10:00:00,47,46,0,0:00:05,0:00:00,100,0,95.7,4.3,0,0,0,Sunday,100,14,12,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,5/19/2019,10:15:00,31,31,1,0:00:05,0:00:00,96.9,3.1,90.3,9.7,0,0,0,Sunday,100,10,11,0.095125687,0.00020922,4.79E-06,4,124
Reservations,5/19/2019,10:30:00,44,44,0,0:00:06,0:00:00,100,0,93.2,6.8,0,0,0,Sunday,100,13,12,0.098417792,0.000123759,1.88E-06,4,176
Reservations,5/19/2019,10:45:00,32,30,1,0:00:05,0:00:02,96.8,3.2,96.7,3.3,0,0,0,Sunday,100,10,12,0.075974432,0.000126556,2.36E-06,4,120
Reservations,5/19/2019,11:00:00,34,34,1,0:00:06,0:00:01,97.1,2.9,88.2,11.8,0,0,0,Sunday,100,11,12,0.073554106,9.25E-05,1.41E-06,4,136
Reservations,5/19/2019,11:15:00,50,44,0,0:00:22,0:00:00,100,0,63.6,36.4,0,0,0,Sunday,100,13,11,0.098417792,0.000123759,1.88E-06,4,176
Reservations,5/19/2019,11:30:00,32,38,0,0:00:20,0:00:00,100,0,78.9,21.1,0,0,0,Sunday,100,12,12,0.070686954,6.69E-05,8.32E-07,4,152
Reservations,5/19/2019,11:45:00,27,27,0,0:00:05,0:00:00,100,0,100,0,0,0,0,Sunday,100,10,12,0.036898097,2.62E-05,2.66E-07,4,108
Reservations,5/19/2019,12:00:00,33,33,0,0:00:05,0:00:00,100,0,97,3,0,0,0,Sunday,100,11,12,0.05920518,5.60E-05,6.97E-07,4,132
Reservations,5/19/2019,12:15:00,43,42,1,0:00:05,0:00:00,97.7,2.3,97.6,2.4,0,0,0,Sunday,100,13,13,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,5/19/2019,12:30:00,45,41,1,0:00:13,0:00:52,97.6,2.4,75.6,24.4,0,0,0,Sunday,100,13,13,0.055655476,2.96E-05,2.46E-07,4,164
Reservations,5/19/2019,12:45:00,35,37,1,0:00:11,0:00:21,97.4,2.6,83.8,16.2,0,0,0,Sunday,100,12,13,0.057604575,4.09E-05,4.16E-07,4,148
Reservations,5/19/2019,13:00:00,47,46,0,0:00:05,0:00:00,100,0,95.7,4.3,0,0,0,Sunday,100,14,13,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,5/19/2019,13:15:00,50,51,0,0:00:05,0:00:00,100,0,96.1,3.9,0,0,0,Sunday,100,15,14,0.072877926,3.88E-05,3.22E-07,4,204
Reservations,5/19/2019,13:30:00,43,42,1,0:00:06,0:00:02,97.7,2.3,92.9,7.1,0,0,0,Sunday,100,13,14,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,5/19/2019,13:45:00,70,66,0,0:00:59,0:00:00,100,0,27.3,71.2,1.5,0,0,Sunday,98.5,17,14,0.190482728,0.000418948,9.59E-06,4,264
Reservations,5/19/2019,14:00:00,74,59,5,0:01:56,0:00:55,92.2,7.8,0,55.9,18.6,25.4,0,Sunday,55.9,13,15,1.630396993,0.061676666,0.02658343,3,177
Reservations,5/19/2019,14:15:00,55,64,5,0:02:47,0:01:09,92.8,7.2,0,29.7,12.5,57.8,0,Sunday,29.7,14,16,1.657619098,0.062706457,0.027027283,3,192
Reservations,5/19/2019,14:30:00,45,45,0,0:00:08,0:00:00,100,0,82.2,17.8,0,0,0,Sunday,100,14,16,0.053505598,2.13E-05,1.44E-07,4,180
Reservations,5/19/2019,14:45:00,65,65,0,0:00:08,0:00:00,100,0,81.5,18.5,0,0,0,Sunday,100,18,17,0.082985043,3.30E-05,2.24E-07,4,260
Reservations,5/19/2019,15:00:00,56,55,1,0:00:06,0:00:03,98.2,1.8,92.7,7.3,0,0,0,Sunday,100,16,17,0.068722446,2.73E-05,1.86E-07,4,220
Reservations,5/19/2019,15:15:00,76,74,0,0:00:05,0:00:00,100,0,95.9,4.1,0,0,0,Sunday,100,20,17,0.083605781,2.48E-05,1.38E-07,4,296
Reservations,5/19/2019,15:30:00,74,74,1,0:00:06,0:00:05,98.7,1.3,91.9,8.1,0,0,0,Sunday,100,20,18,0.083605781,2.48E-05,1.38E-07,4,296
Reservations,5/19/2019,15:45:00,67,68,0,0:00:06,0:00:00,100,0,91.2,8.8,0,0,0,Sunday,100,19,19,0.066862687,1.48E-05,6.71E-08,4,272
Reservations,5/19/2019,16:00:00,65,63,0,0:00:12,0:00:00,100,0,71.4,28.6,0,0,0,Sunday,100,17,17,0.121045132,0.000114574,1.42E-06,4,252
Reservations,5/19/2019,16:15:00,67,68,0,0:00:06,0:00:00,100,0,88.2,11.8,0,0,0,Sunday,100,19,17,0.066862687,1.48E-05,6.71E-08,4,272
Reservations,5/19/2019,16:30:00,75,73,2,0:00:30,0:00:21,96.1,2.6,24.7,75.3,0,0,0,Sunday,100,20,17,0.072509292,1.60E-05,7.27E-08,4,292
Reservations,5/19/2019,16:45:00,80,79,1,0:00:06,0:00:01,98.8,1.3,91.1,8.9,0,0,0,Sunday,100,21,16,0.089478587,2.66E-05,1.47E-07,4,316
Reservations,5/19/2019,17:00:00,0,0,0,0:00:00,0:00:00,0,0,0,0,0,0,0,Sunday,0,1,16,NA,0,0,3,0
Reservations,5/20/2019,8:00:00,66,63,2,0:00:26,0:00:38,96.9,3.1,33.3,66.7,0,0,0,Monday,100,17,16,0.121045132,0.000114574,1.42E-06,4,252
Reservations,5/20/2019,8:15:00,53,54,0,0:00:06,0:00:00,100,0,92.6,7.4,0,0,0,Monday,100,16,16,0.058105888,1.73E-05,9.57E-08,4,216
Reservations,5/20/2019,8:30:00,57,56,0,0:00:06,0:00:00,100,0,91.1,8.9,0,0,0,Monday,100,16,16,0.08104737,4.31E-05,3.58E-07,4,224
Reservations,5/20/2019,8:45:00,50,50,1,0:00:06,0:00:02,98,2,86,14,0,0,0,Monday,100,15,16,0.06122542,2.44E-05,1.65E-07,4,200
Reservations,5/20/2019,9:00:00,48,47,1,0:00:06,0:00:29,97.9,2.1,91.5,8.5,0,0,0,Monday,100,14,16,0.077224053,5.49E-05,5.57E-07,4,188
Reservations,5/20/2019,9:15:00,69,63,0,0:00:15,0:00:00,100,0,58.7,41.3,0,0,0,Monday,100,17,17,0.121045132,0.000114574,1.42E-06,4,252
Reservations,5/20/2019,9:30:00,61,66,1,0:00:12,0:00:03,98.5,1.5,75.8,24.2,0,0,0,Monday,100,18,17,0.09646186,5.13E-05,4.26E-07,4,264
Reservations,5/20/2019,9:45:00,61,61,0,0:00:13,0:00:00,100,0,72.1,27.9,0,0,0,Monday,100,17,17,0.088907882,4.73E-05,3.93E-07,4,244
Reservations,5/20/2019,10:00:00,60,59,0,0:00:08,0:00:00,100,0,79.7,20.3,0,0,0,Monday,100,17,17,0.064777936,1.92E-05,1.07E-07,4,236
Reservations,5/20/2019,10:15:00,82,80,1,0:00:07,0:00:05,98.8,1.2,88.8,11.3,0,0,0,Monday,100.1,21,17,0.102534982,4.08E-05,2.77E-07,4,320
Reservations,5/20/2019,10:30:00,55,57,0,0:00:11,0:00:00,100,0,73.7,26.3,0,0,0,Monday,100,16,17,0.095342755,6.78E-05,6.88E-07,4,228
Reservations,5/20/2019,10:45:00,61,61,0,0:00:07,0:00:00,100,0,88.5,11.5,0,0,0,Monday,100,17,17,0.088907882,4.73E-05,3.93E-07,4,244
Reservations,5/20/2019,11:00:00,58,57,0,0:00:06,0:00:00,100,0,89.5,10.5,0,0,0,Monday,100,16,17,0.095342755,6.78E-05,6.88E-07,4,228
Reservations,5/20/2019,11:15:00,54,55,0,0:00:08,0:00:00,100,0,83.6,16.4,0,0,0,Monday,100,16,16,0.068722446,2.73E-05,1.86E-07,4,220
Reservations,5/20/2019,11:30:00,57,57,0,0:00:05,0:00:00,100,0,94.7,5.3,0,0,0,Monday,100,16,16,0.095342755,6.78E-05,6.88E-07,4,228
Reservations,5/20/2019,11:45:00,65,62,2,0:00:06,0:00:04,96.9,3.1,90.3,9.7,0,0,0,Monday,100,17,16,0.103828055,7.38E-05,7.49E-07,4,248
Reservations,5/20/2019,12:00:00,43,44,0,0:00:06,0:00:00,100,0,97.7,2.3,0,0,0,Monday,100,13,15,0.098417792,0.000123759,1.88E-06,4,176
Reservations,5/20/2019,12:15:00,48,48,0,0:00:06,0:00:00,100,0,95.8,4.2,0,0,0,Monday,100,14,14,0.092270617,8.73E-05,1.09E-06,4,192
Reservations,5/20/2019,12:30:00,71,67,2,0:00:38,0:00:52,97.1,2.9,43.3,56.7,0,0,0,Monday,100,18,14,0.111945679,7.96E-05,8.08E-07,4,268
Reservations,5/20/2019,12:45:00,74,59,7,0:01:54,0:01:05,89.4,10.6,0,35.6,61,3.4,0,Monday,35.6,13,15,1.630396993,0.061676666,0.02658343,4,236
Reservations,5/20/2019,13:00:00,80,63,11,0:02:43,0:01:14,85.1,14.9,0,0,73,27,0,Monday,0,13,15,6.561788491,0.148089358,0.301101914,3,189
Reservations,5/20/2019,13:15:00,51,47,7,0:03:53,0:01:12,87,13,0,0,8.5,85.1,6.4,Monday,0,10,15,3.963968678,0.131590222,0.160062295,0,0
Reservations,5/20/2019,13:30:00,66,68,10,0:02:08,0:01:00,87.2,12.8,1.5,45.6,36.8,16.2,0,Monday,47.1,15,16,1.340453138,0.045701662,0.014958648,3,204
Reservations,5/20/2019,13:45:00,83,83,1,0:00:12,0:00:05,98.8,1.2,67.5,32.5,0,0,0,Monday,100,22,16,0.083303673,1.84E-05,8.36E-08,4,332
Reservations,5/20/2019,14:00:00,62,62,0,0:00:06,0:00:00,100,0,90.3,9.7,0,0,0,Monday,100,17,17,0.103828055,7.38E-05,7.49E-07,4,248
Reservations,5/20/2019,14:15:00,60,60,0,0:00:06,0:00:00,100,0,91.7,8.3,0,0,0,Monday,100,17,18,0.075978058,3.02E-05,2.05E-07,4,240
Reservations,5/20/2019,14:30:00,87,85,1,0:00:06,0:00:05,98.8,1.2,88.2,11.8,0,0,0,Monday,100,22,20,0.108584275,4.32E-05,2.93E-07,4,340
Reservations,5/20/2019,14:45:00,80,72,0,0:00:33,0:00:00,100,0,36.1,61.1,2.8,0,0,Monday,97.2,18,21,0.232466891,0.00067258,1.89E-05,4,288
Reservations,5/20/2019,15:00:00,84,87,3,0:00:22,0:00:12,96.7,3.3,56.3,43.7,0,0,0,Monday,100,23,20,0.077666559,1.28E-05,4.74E-08,4,348
Reservations,5/20/2019,15:15:00,93,82,4,0:01:10,0:00:56,95.3,4.7,2.4,93.9,3.7,0,0,Monday,96.3,20,19,0.252876331,0.000731629,2.06E-05,4,328
Reservations,5/20/2019,15:30:00,94,101,3,0:00:58,0:01:17,97.1,2.9,21.8,77.2,1,0,0,Monday,99,25,20,0.141671232,7.54E-05,6.26E-07,4,404
Reservations,5/20/2019,15:45:00,83,81,2,0:00:06,0:00:04,97.6,2.4,93.8,6.2,0,0,0,Monday,100,21,20,0.117378188,6.25E-05,5.18E-07,4,324
Reservations,5/20/2019,16:00:00,109,75,4,0:00:30,0:01:44,94.9,5.1,32,64,1.3,2.7,0,Monday,96,18,18,0.361334384,0.002313438,0.000121214,4,300
Reservations,5/20/2019,16:15:00,119,47,22,0:06:46,0:03:31,68.1,31.9,0,0,0,8.5,91.5,Monday,0,10,16,3.963968678,0.131590222,0.160062295,0,0
Reservations,5/20/2019,16:30:00,119,99,36,0:11:07,0:04:23,73.3,26.7,0,0,0,0,100,Monday,0,20,15,14.21800166,0.123113763,0.556062461,0,0
Reservations,5/20/2019,16:45:00,92,114,20,0:07:32,0:03:38,85.1,14.9,0,0,0,0,100,Monday,0,23,14,14.26753445,0.123542667,0.557999677,0,0
Reservations,5/20/2019,17:00:00,0,20,2,0:05:25,0:03:42,90.9,9.1,0,0,0,25,75,Monday,0,5,13,1.662337662,0.06615669,0.038501653,1,20
Reservations,5/20/2019,17:15:00,0,0,0,0:00:00,0:00:00,0,0,0,0,0,0,0,Monday,0,1,12,NA,0,0,3,0
Reservations,5/21/2019,8:00:00,63,59,4,0:00:54,0:00:35,93.7,6.3,30.5,66.1,3.4,0,0,Tuesday,96.6,15,14,0.271578746,0.001341571,5.70E-05,4,236
Reservations,5/21/2019,8:15:00,42,41,1,0:00:06,0:00:00,97.6,2.4,97.6,2.4,0,0,0,Tuesday,100,13,14,0.055655476,2.96E-05,2.46E-07,4,164
Reservations,5/21/2019,8:30:00,40,40,0,0:00:05,0:00:00,100,0,95,5,0,0,0,Tuesday,100,12,14,0.104881241,0.000174708,3.26E-06,4,160
Reservations,5/21/2019,8:45:00,47,46,0,0:00:05,0:00:00,100,0,97.8,2.2,0,0,0,Tuesday,100,14,14,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,5/21/2019,9:00:00,62,63,0,0:00:05,0:00:00,100,0,93.7,6.3,0,0,0,Tuesday,100,17,14,0.121045132,0.000114574,1.42E-06,4,252
Reservations,5/21/2019,9:15:00,57,57,0,0:00:05,0:00:00,100,0,94.7,5.3,0,0,0,Tuesday,100,16,14,0.095342755,6.78E-05,6.88E-07,4,228
Reservations,5/21/2019,9:30:00,44,43,0,0:00:07,0:00:00,100,0,90.7,9.3,0,0,0,Tuesday,100,13,14,0.081720675,7.74E-05,9.61E-07,4,172
Reservations,5/21/2019,9:45:00,51,51,0,0:00:05,0:00:00,100,0,98,2,0,0,0,Tuesday,100,15,14,0.072877926,3.88E-05,3.22E-07,4,204
Reservations,5/21/2019,10:00:00,41,42,0,0:00:05,0:00:00,100,0,95.2,4.8,0,0,0,Tuesday,100,13,14,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,5/21/2019,10:15:00,39,39,0,0:00:06,0:00:00,100,0,94.9,5.1,0,0,0,Tuesday,100,12,14,0.086296524,0.000108517,1.65E-06,4,156
Reservations,5/21/2019,10:30:00,38,38,0,0:00:07,0:00:00,100,0,86.8,13.2,0,0,0,Tuesday,100,12,13,0.070686954,6.69E-05,8.32E-07,4,152
Reservations,5/21/2019,10:45:00,40,40,0,0:00:05,0:00:00,100,0,97.5,2.5,0,0,0,Tuesday,100,12,13,0.104881241,0.000174708,3.26E-06,4,160
Reservations,5/21/2019,11:00:00,51,51,0,0:00:06,0:00:00,100,0,92.2,7.8,0,0,0,Tuesday,100,15,13,0.072877926,3.88E-05,3.22E-07,4,204
Reservations,5/21/2019,11:15:00,47,46,1,0:00:07,0:00:03,97.9,2.1,84.8,15.2,0,0,0,Tuesday,100,14,13,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,5/21/2019,11:30:00,33,33,0,0:00:06,0:00:00,100,0,90.9,9.1,0,0,0,Tuesday,100,11,13,0.05920518,5.60E-05,6.97E-07,4,132
Reservations,5/21/2019,11:45:00,42,42,0,0:00:05,0:00:00,100,0,95.2,4.8,0,0,0,Tuesday,100,13,13,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,5/21/2019,12:00:00,46,42,1,0:00:07,0:00:03,97.7,2.3,88.1,11.9,0,0,0,Tuesday,100,13,14,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,5/21/2019,12:15:00,55,57,0,0:00:07,0:00:00,100,0,89.5,10.5,0,0,0,Tuesday,100,16,14,0.095342755,6.78E-05,6.88E-07,4,228
Reservations,5/21/2019,12:30:00,46,47,0,0:00:05,0:00:00,100,0,95.7,4.3,0,0,0,Tuesday,100,14,14,0.077224053,5.49E-05,5.57E-07,4,188
Reservations,5/21/2019,12:45:00,45,44,0,0:00:04,0:00:00,100,0,100,0,0,0,0,Tuesday,100,13,15,0.098417792,0.000123759,1.88E-06,4,176
Reservations,5/21/2019,13:00:00,53,54,0,0:00:21,0:00:00,100,0,46.3,53.7,0,0,0,Tuesday,100,16,15,0.058105888,1.73E-05,9.57E-08,4,216
Reservations,5/21/2019,13:15:00,57,57,0,0:00:26,0:00:00,100,0,42.1,57.9,0,0,0,Tuesday,100,16,16,0.095342755,6.78E-05,6.88E-07,4,228
Reservations,5/21/2019,13:30:00,53,53,0,0:00:06,0:00:00,100,0,96.2,3.8,0,0,0,Tuesday,100,15,16,0.102331999,9.69E-05,1.20E-06,4,212
Reservations,5/21/2019,13:45:00,60,59,1,0:00:08,0:00:05,98.3,1.7,84.7,15.3,0,0,0,Tuesday,100,17,17,0.064777936,1.92E-05,1.07E-07,4,236
